Name,Count,Channel,gender,occupation,ethnic_group
George W. Bush,4,Khan Academy,male,politician|businessperson|rugby union player|military officer|motivational speaker|statesperson|autobiographer|painter|financier,None
George W. George W. Bush,34,Khan Academy,None,None,None
McConnell,6,Khan Academy,male,pathologist,None
Citizens United,36,Khan Academy,None,None,None
Hillary the Movie,8,Khan Academy,None,None,None
Hillary Clinton,54,Khan Academy,female,politician|jurist|lawyer|diplomat|university teacher|film producer|podcaster|autobiographer,None
Barack Obama,32,Khan Academy,male,lawyer|podcaster|community organizer|politician|political writer|jurist|statesperson|academic|memoirist,African Americans
Benjamin Blumen,8,Khan Academy,None,None,None
Sonia West,5,Khan Academy,None,None,None
Donald Trump,40,Khan Academy,male,merchant|film producer|actor|businessperson|chief executive officer|real estate entrepreneur|restaurateur|writer|conspiracy theorist|investor|politician|game show host|television producer|entrepreneur|business magnate,White Americans
Irwin Chemerinsky,34,Khan Academy,None,None,None
Dean,8,Khan Academy,male,cricketer,None
Michael McConnell,18,Khan Academy,male,LGBTQ rights activist|librarian,None
Gutenberg,6,Khan Academy,None,None,None
Potter Stewart,6,Khan Academy,male,judge|politician,None
Ilya Somen,11,Khan Academy,None,None,None
Heather Gerkin,6,Khan Academy,None,None,None
Neil Gorsuch,5,Khan Academy,male,lawyer,None
Richard Nixon,24,Khan Academy,male,lawyer|politician|military officer|statesperson|autobiographer,None
Andrew Johnson,43,Khan Academy,male,politician|military officer|tailor|statesperson,None
Bill Clinton,25,Khan Academy,male,writer|lawyer|politician|teacher|statesperson|governor|saxophonist|autobiographer|jurist|diplomat,None
marijuana,16,Khan Academy,None,None,None
Charles Baker,86,Khan Academy,male,painter,None
Carr,85,Khan Academy,male,painter,None
Theodore Olson,11,Khan Academy,male,lawyer,None
Gibson Dunn,5,Khan Academy,None,None,None
Guy Charles,5,Khan Academy,male,basketball player,None
Edward,5,Khan Academy,male,opera singer,None
Ellen Schwartzman,5,Khan Academy,None,None,None
Earl Warren,7,Khan Academy,male,judge|lawyer|politician,None
Guy Charles Charles Baker,25,Khan Academy,None,None,None
James McCulloch,98,Khan Academy,male,guitarist|songwriter|musician,None
Randy Barnett,37,Khan Academy,male,lawyer|writer,None
Neil Siegel,6,Khan Academy,male,systems engineer|computer scientist,None
Edmund Randolph,10,Khan Academy,male,lawyer|politician|diplomat,None
James Madison's,6,Khan Academy,None,None,None
Alexander Hamilton's,12,Khan Academy,None,None,None
Marbury,10,Khan Academy,None,None,None
John Marshall's,8,Khan Academy,None,None,None
Robert Shapiro,5,Khan Academy,male,chemist|university teacher|biochemist,None
George George Washington,5,Khan Academy,None,None,None
David Strauss,44,Khan Academy,male,writer|biographer|philosopher|Christian theologian,None
Otis McDonald,54,Khan Academy,None,None,None
Elizabeth Wydra,23,Khan Academy,female,lawyer,None
Alito,14,Khan Academy,male,politician,None
Thomas,15,Khan Academy,male,Catholic priest|Catholic bishop,None
Scalia,12,Khan Academy,male,judge|lawyer|professor|jurist,None
Erin Holly,17,Khan Academy,None,None,None
Erin Holly's,6,Khan Academy,None,None,None
Gabriel Chin,12,Khan Academy,None,None,None
Clinton,19,Khan Academy,male,writer|lawyer|politician|teacher|statesperson|governor|saxophonist|autobiographer|jurist|diplomat,None
Benjamin Franklin,8,Khan Academy,male,politician,None
Richard Epstein,13,Khan Academy,male,music educator|pianist,None
colonists,4,Khan Academy,None,None,None
Griswold,20,Khan Academy,male,arachnologist,None
Douglas,14,Khan Academy,male,None,None
Jeffrey Fisher,18,Khan Academy,male,composer|musician,None
Walter Raleigh,29,Khan Academy,male,writer|politician|knight|spy|explorer|poet,None
Kurt Lash,6,Khan Academy,None,None,None
George Mason,10,Khan Academy,male,lawyer|politician|planter class,None
Gerry,5,Khan Academy,male,physicist,None
John Bingham,16,Khan Academy,male,lawyer|judge|politician|diplomat,None
Roger Sherman,2,Khan Academy,male,lawyer|politician|judge|diplomat|statesperson,None
Henry Wade,58,Khan Academy,male,writer|cricketer,None
Clark Forsythe,15,Khan Academy,None,None,None
Jane Roe,99,Khan Academy,female,activist|autobiographer,None
Melissa Murray,12,Khan Academy,female,researcher,None
Alexander F.,6,Khan Academy,None,None,None
May Treat Morrison,6,Khan Academy,female,suffragist|philanthropist,None
Norma McCorvey,48,Khan Academy,female,activist|autobiographer,None
Sarah Weddington,12,Khan Academy,female,lawyer|politician,None
Linda Coffey,7,Khan Academy,None,None,None
William O. William O. Douglas,5,Khan Academy,None,None,None
Rehnquist,10,Khan Academy,None,None,None
White,5,Khan Academy,male,entomologist,None
Frank Church,5,Khan Academy,male,politician,None
Harris,5,Khan Academy,male,entomologist|printmaker,None
Casey,5,Khan Academy,female,singer-songwriter|slam poet|rapper,None
Hellerstedt,9,Khan Academy,None,None,None
Stephen Breyer,11,Khan Academy,male,lawyer|judge|politician|jurist|university teacher,None
Oliver Brown v. Board of Education,50,Khan Academy,None,None,None
Oliver Brown v. Board,28,Khan Academy,None,None,None
Oliver Brown,26,Khan Academy,male,baseball player,None
Linda Brown,6,Khan Academy,female,human rights activist|teacher|activist,African Americans
Theodore Shaw,14,Khan Academy,None,None,None
Richard,6,Khan Academy,male,Catholic bishop|Catholic priest,None
Kenneth Clark,6,Khan Academy,male,writer|politician|television presenter|university teacher|historian|curator|art historian,None
Leon Higginbotham,6,Khan Academy,None,None,None
Martin Luther King Jr.,38,Khan Academy,male,writer|peace activist|politician|opinion journalist|pastor|pacifist|preacher|civil rights advocate|human rights activist,African Americans
Thurgood Marshall,11,Khan Academy,male,judge|lawyer|politician|jurist,African Americans
Sai Prakash,15,Khan Academy,male,film producer|film director|screenwriter,None
Michael Gerhart,16,Khan Academy,None,None,None
Obama,56,Khan Academy,male,lawyer|podcaster|community organizer|politician|political writer|jurist|statesperson|academic|memoirist,African Americans
Nixon,14,Khan Academy,male,lawyer|politician|military officer|statesperson|autobiographer,None
Franklin Delano Roosevelt,198,Khan Academy,male,statesperson,None
George Washington's,14,Khan Academy,None,None,None
John Stineford,6,Khan Academy,None,None,None
Jeffries,6,Khan Academy,male,painter|drawer,None
Aldgate,6,Khan Academy,None,None,None
Livermore,9,Khan Academy,male,microbiologist,None
Anthony Kennedy,6,Khan Academy,male,judge|lawyer|politician|university teacher|jurist,None
Breyer,5,Khan Academy,None,None,None
Jekyll,5,Khan Academy,female,architect|photographer|horticulturist|gardener|non-fiction writer|garden designer|painter|editor|botanist|landscape architect,None
Hyde,6,Khan Academy,male,actor|composer|singer|singer-songwriter|record producer|film actor|guitarist,None
FDR,19,Khan Academy,male,statesperson,None
Ronald Reagan,28,Khan Academy,male,screenwriter|politician|game show host|actor|announcer|anti-communist|military officer|lifeguard|voice actor|statesperson|diarist|television actor|character actor|art collector|film actor|trade unionist|autobiographer,None
Milton Friedman,8,Khan Academy,male,economist|university teacher|statistician|essayist,None
Fidel Castro,22,Khan Academy,male,politician|journalist|statesperson|lawyer|revolutionary|partisan,Galicians
John F. John F. Kennedy,11,Khan Academy,None,None,None
John F. Kennedy,23,Khan Academy,male,writer|politician|statesperson|journalist|naval officer|anti-communist,Irish Americans
Fulgencio Batista,11,Khan Academy,male,military personnel|politician,None
Kim Il-sung,8,Khan Academy,male,politician,Koreans
Syngman Rhee,8,Khan Academy,male,writer|politician|journalist,None
Mao Zedong,7,Khan Academy,male,writer|teacher|calligrapher|poet|philosopher|strategist|politician|political theorist|librarian|revolutionary,Han Chinese people
Douglas MacArthur,16,Khan Academy,male,military officer|army officer,None
David,111,Khan Academy,male,drawer|architect,None
Marshall,6,Khan Academy,male,botanist,None
Harry Truman,6,Khan Academy,male,businessperson|politician|judge|military officer|diarist,None
Joseph Stalin,20,Khan Academy,male,statesperson|politician|revolutionary|opinion journalist|linguist,None
Hitler,38,Khan Academy,male,politician,None
Johnson,3,Khan Academy,male,painter|visual artist,None
Kennedy,4,Khan Academy,male,writer|politician|statesperson|journalist|naval officer|anti-communist,Irish Americans
Lyndon B. Lyndon B. Johnson,6,Khan Academy,None,None,None
Lyndon B. Johnson,1,Khan Academy,male,statesperson|politician|teacher|rancher,None
Karl Marx,21,Khan Academy,male,poet|writer|social scientist|journalist|television writer|film screenwriter|sociologist|revolutionary|politician|philosopher|economist|historian|author,Ashkenazi Jews
Vladimir Lenin,8,Khan Academy,male,politician|revolutionary,None
Mark Twain,9,Khan Academy,male,writer|teacher|journalist|travel writer|aphorist|children's writer|opinion journalist|novelist|prose writer|humorist|autobiographer|science fiction writer,None
Jamestown,20,Khan Academy,None,None,None
John Winthrop,2,Khan Academy,male,writer|lawyer|politician|jurist|theologian,None
Roger Williams,2,Khan Academy,male,politician,None
William Penn,12,Khan Academy,male,politician|entrepreneur|writer|theologian|philosopher|Colonial proprietor,None
John White,23,Khan Academy,male,politician,None
John Smith,9,Khan Academy,male,politician,None
Christopher Columbus,145,Khan Academy,male,sailor|inventor|explorer|traveler|seafarer,None
Elizabeth,25,Khan Academy,female,None,None
Mary,8,Khan Academy,female,None,None
James,2,Khan Academy,male,Catholic bishop|Catholic priest,None
Ben Franklin,7,Khan Academy,male,diplomat|writer|politician,None
Humphrey Gilbert,8,Khan Academy,male,explorer|politician,None
Nathaniel Bacon,4,Khan Academy,male,settler|politician,None
William Berkeley,4,Khan Academy,male,governor|civil servant,None
Robert E. Robert E. Lee,55,Khan Academy,None,None,None
George Meade,11,Khan Academy,male,military personnel|engineer,None
Robert E. Lee,39,Khan Academy,male,military personnel|military officer|army officer,None
Ulysses S. Ulysses S. Grant,32,Khan Academy,None,None,None
George McClellan,30,Khan Academy,male,writer|military officer|designer|army officer,None
Ulysses S. Grant,14,Khan Academy,male,explorer|statesperson|writer|army officer,None
Appomattox,6,Khan Academy,None,None,None
Harriet Beecher Stowe,40,Khan Academy,female,poet|writer|abolitionist|children's writer|novelist|essayist|short story writer,None
Tom,18,Khan Academy,male,actor|teacher|poet|singer|street artist|songwriter|singer-songwriter|television actor,Jewish people|Romanian Americans
Uncle Tom,8,Khan Academy,None,None,None
Eva,2,Khan Academy,female,trade unionist|stage actor|film actor|politician|suffragist|women's rights activist,None
Jesus,5,Khan Academy,male,teacher|prophet|rabbi|Messiah|pastor|carpenter|preacher|father of faith|tektōn|religious leader|thaumaturge|healer,Jewish people
John Patric,6,Khan Academy,male,magazine writer|photographer,None
Uncle Tom's,3,Khan Academy,None,None,None
Cotton,3,Khan Academy,male,baseball player|athletics competitor,None
Frederick Douglass,27,Khan Academy,male,writer|businessperson|abolitionist|film editor|orator|autobiographer|politician|suffragist|diplomat|caulker|editor|journalist,African Americans
John Brown,4,Khan Academy,male,None,None
Walter Isaacson,11,Khan Academy,male,biographer|writer|journalist,None
Jeffrey,26,Khan Academy,male,novelist,None
Abraham Lincoln's,32,Khan Academy,None,None,None
Oprah,2,Khan Academy,female,actor|writer|businessperson|reporter|journalist|television producer|podcaster|television presenter|patron of the arts|voice actor|motivational speaker|film producer|talk show host|autobiographer,African Americans
Harry Potter,4,Khan Academy,male,golfer,None
William Tecumseh Sherman,38,Khan Academy,male,military officer|lawyer|writer|banker,None
James Buchanan,6,Khan Academy,male,lawyer|politician|diplomat|statesperson,None
Jefferson Davis,6,Khan Academy,male,writer|politician|businessperson|military officer|political writer,None
Antietam,13,Khan Academy,None,None,None
The Battle of Gettysburg,7,Khan Academy,None,None,None
Edward Everett,32,Khan Academy,male,writer|politician|diplomat|university teacher,None
William Seward,6,Khan Academy,male,lawyer|writer|politician|diplomat,None
William Lloyd Garrison,2,Khan Academy,male,writer|editor|journalist|social reformer|abolitionist,None
John Wilkes Booth,16,Khan Academy,male,actor|stage actor|writer,None
George Brinton McClellan,33,Khan Academy,male,writer|military officer|designer|army officer,None
Bull Run,14,Khan Academy,None,None,None
Robert E. Lee's,8,Khan Academy,None,None,None
Rutherford B. Rutherford B. Hayes,8,Khan Academy,None,None,None
Rutherford B. Hayes,4,Khan Academy,male,lawyer|military officer|statesperson,None
Oliver Wendell Holmes,4,Khan Academy,male,writer|physician|poet|physician writer|university teacher|novelist|medical writer,None
Matthew Brady,2,Khan Academy,male,None,None
Winfield Scott,5,Khan Academy,male,politician|military officer,None
Zachary Taylor,4,Khan Academy,male,statesperson,None
James K. James K. Polk,13,Khan Academy,None,None,None
Henry Clay,13,Khan Academy,male,writer|lawyer|politician|diplomat,None
Ernesto Miranda's,10,Khan Academy,None,None,None
Miranda,6,Khan Academy,female,singer,None
Michael Rapaport,8,Khan Academy,male,comedian|television actor|film director|podcaster|film actor,None
Sal Khan,19,Khan Academy,male,writer|teacher|entrepreneur|mathematician|television producer|YouTuber,None
Bibas,14,Khan Academy,None,None,None
John Bestler,22,Khan Academy,None,None,None
William Rehnquist,8,Khan Academy,male,lawyer|judge|politician|historian,None
Donald Dripps,5,Khan Academy,None,None,None
Stephen Salzburg,15,Khan Academy,None,None,None
Wallace,5,Khan Academy,male,naturalist|writer|zoologist|mathematician|beekeeper|biologist|geographer|ornithologist|world traveler|botanical collector|botanist|entomologist|anthropologist|explorer|anti-vaccine activist|zoological collector,None
John,15,Khan Academy,male,Catholic bishop|Catholic priest,None
Magna Carta,5,Khan Academy,None,None,None
John Lilburne,5,Khan Academy,male,philosopher|politician,None
Northerners,2,Khan Academy,None,None,None
George Mead,7,Khan Academy,male,psychologist|university teacher|philosopher|sociologist,None
Congressperson,6,Khan Academy,None,None,None
Amy Green,19,Khan Academy,female,ship-owner,None
Ken Rose,16,Khan Academy,male,American football player,None
Walter Cronkite,6,Khan Academy,male,journalist|news presenter,None
Bush,16,Khan Academy,male,politician|businessperson|rugby union player|military officer|motivational speaker|statesperson|autobiographer|painter|financier,None
Mitt Romney,9,Khan Academy,male,Mormon missionary|politician|non-fiction writer|consultant|business executive,None
John McCain,5,Khan Academy,male,naval officer|writer|screenwriter|politician|autobiographer|fighter pilot|television presenter|aircraft pilot|author,None
John Kerry,4,Khan Academy,male,politician|lawyer|diplomat|aircraft pilot|naval officer|peace activist|climate activist,None
George H. W. George W. Bush,2,Khan Academy,None,None,None
Jimmy Carter,3,Khan Academy,male,writer|businessperson|engineer|politician|farmer|environmentalist|novelist|peace activist|diplomat|autobiographer|naval officer|statesperson|humanitarian|human rights activist|submariner,None
Theodore Roosevelt,25,Khan Academy,male,naturalist|writer|politician|historian|statesperson|ornithologist|rancher|essayist|explorer|conservationist|autobiographer|diarist,None
Ross Perot,10,Khan Academy,male,entrepreneur|politician|naval officer,None
Reagan,7,Khan Academy,None,None,None
Martin Luther King Jr.'s,18,Khan Academy,None,None,None
Otis McDonald's,5,Khan Academy,None,None,None
Ernesto,27,Khan Academy,male,cabaret performer,None
Shaw,4,Khan Academy,female,basketball player,None
Bill,1,Khan Academy,male,diplomat|politician|ambassador,None
Powell,6,Khan Academy,male,missionary|writer|botanist,None
Grutter,4,Khan Academy,None,None,None
Sandra Day O'Connor,6,Khan Academy,female,judge|lawyer|jurist|politician,None
Clarence Thomas,8,Khan Academy,male,judge|lawyer|politician,African Americans
Clark,1,Khan Academy,female,athletics competitor,None
George H. W. George H. W. Bush,3,Khan Academy,None,None,None
Jane Addams,2,Khan Academy,female,writer|suffragette|human rights activist|journalist|sociologist|philosopher|social critic|political theorist|peace activist|autobiographer|social reformer|women's rights activist,None
Jacob Riis,21,Khan Academy,male,photographer|writer|biographer|photojournalist|journalist|sociologist,None
Samuel J. Samuel J. Tilden,4,Khan Academy,None,None,None
Hooray,2,Khan Academy,female,snooker player,None
Andrew Carnegie,10,Khan Academy,male,writer|entrepreneur|philanthropist|fabricator|economist|merchant|business magnate|industrialist,None
J. P. J. P. Morgan,16,Khan Academy,None,None,None
John D. John D. Rockefeller,8,Khan Academy,None,None,None
Darwin,8,Khan Academy,male,naturalist|writer|geologist|botanist|travel writer|philosopher|explorer|ethologist,None
Herbert Spencer,12,Khan Academy,male,economist|writer|psychologist|philosopher|biologist|journalist|sociologist|botanist|anthropologist,None
Herbert Spencer's,6,Khan Academy,None,None,None
Thomas Edison,1,Khan Academy,male,screenwriter|businessperson|entrepreneur|mathematician|physicist|engineer|film director|inventor,Americans
North,4,Khan Academy,male,musician,None
Lee Chu,19,Khan Academy,None,None,None
Mary Anton,7,Khan Academy,None,None,None
Isabella,16,Khan Academy,female,None,None
Christopher Columbus's,2,Khan Academy,None,None,None
Herbert Hoover,15,Khan Academy,male,writer|businessperson|engineer|statesperson|politician|geologist|mining engineer,None
Marco Polo,3,Khan Academy,male,writer|ambassador|entrepreneur|diplomat|merchant|memoirist|explorer|world traveler|traveler,None
Greeks,2,Khan Academy,None,None,None
Aztecs,6,Khan Academy,None,None,None
Franklin Delano Roosevelt's,18,Khan Academy,None,None,None
Daniel Shays' Rebellion,4,Khan Academy,None,None,None
Daniel Shays,9,Khan Academy,male,farmer,None
Thomas Paine,2,Khan Academy,male,entrepreneur|politician|writer|journalist|philosopher|opinion journalist|prose writer,None
Abigail Adams,1,Khan Academy,female,politician|writer,None
John Locke,19,Khan Academy,male,scientist|writer|physician|philosopher|philosopher of law|politician,None
William Pitt,5,Khan Academy,male,lawyer|politician,None
Suppose Kim,17,Khan Academy,None,None,None
Jeff,13,Khan Academy,male,researcher,None
McCulloch,16,Khan Academy,male,ichthyologist|zoologist|carcinologist,None
Thomas Jefferson's,5,Khan Academy,None,None,None
Mitch McConnell,11,Khan Academy,male,judge|lawyer|politician|legislative assistant,None
Arthur Schlesinger,4,Khan Academy,male,anesthesiologist|surgeon,None
Baker,18,Khan Academy,male,police officer|ornithologist,None
Chuck Grassley,8,Khan Academy,male,politician|farmer|university teacher|legislator,None
Twitter,3,Khan Academy,None,None,None
Eisenhower,3,Khan Academy,male,writer|politician|military personnel|military officer|statesperson|army officer,None
James Monroe,12,Khan Academy,male,lawyer|politician|writer|farmer|diplomat|statesperson,None
Gerald Ford,9,Khan Academy,male,lawyer|politician|statesperson|military officer|gridiron football player|autobiographer|American football player,None
George Wallace,2,Khan Academy,male,lawyer|judge|military officer|boxer|politician,None
Virginia Minor,5,Khan Academy,female,suffragist,None
Uncle Sam,1,Khan Academy,male,singer,None
Hernán Cortés,5,Khan Academy,male,governor|conquistador|explorer,None
Alfred Thayer Mahan,6,Khan Academy,male,writer|historian|military officer|political scientist|military historian|geopolitical analyst,None
Pearl Harbour,9,Khan Academy,female,singer|actor|musician,None
Vichy France,19,Khan Academy,None,None,None
Adolf Hitler,9,Khan Academy,male,politician,None
Winston Churchill,2,Khan Academy,male,historian|politician,None
Woodrow Wilson,43,Khan Academy,male,teacher|writer|university teacher|lawyer|academic|politician|jurist|statesperson|political scientist,None
Woodrow Wilson's,5,Khan Academy,None,None,None
W. E. B. Du W. E. B. Du Bois,1,Khan Academy,None,None,None
Wilson,13,Khan Academy,None,None,None
Iwo Jima,5,Khan Academy,None,None,None
Ida B. Ida B. Wells,1,Khan Academy,None,None,None
Mussolini,6,Khan Academy,male,teacher|politician|journalist|fascist,None
Arthur Zimmermann,6,Khan Academy,male,politician|jurist|diplomat,None
Stalin,7,Khan Academy,male,statesperson|politician|revolutionary|opinion journalist|linguist,None
William Jennings Bryan,5,Khan Academy,male,politician|lawyer|writer|editor|diplomat|publisher,None
Michel,7,Khan Academy,male,association football manager|association football player|television presenter,None
Spencer,7,Khan Academy,male,painter,None
Lorenzo,16,Khan Academy,male,painter,None
Ty,7,Khan Academy,male,record producer|composer|musician|rapper,None
Kiko,5,Khan Academy,male,television presenter|association football player|journalist,None
John Emerson,7,Khan Academy,male,screenwriter|writer|actor|playwright|stage actor|film director|film producer|film actor,None
Eliza Sanford,6,Khan Academy,None,None,None
Roger Tawny,7,Khan Academy,None,None,None
max,1,Khan Academy,None,None,None
Eleanor Roosevelt,4,Khan Academy,female,politician|diplomat|writer|women's rights activist|columnist|human rights activist|journalist|peace activist|autobiographer,None
James Henry Hammond,10,Khan Academy,male,lawyer|politician|jurist|journalist|planter class,None
Hmm,1,Khan Academy,None,None,None
B.,1,Khan Academy,male,jazz musician|saxophonist,None
Hey Grover,20,Khan Academy,None,None,None
Sol Khan,8,Khan Academy,None,None,None
Jeffrey Rose,6,Khan Academy,male,motivational speaker|lecturer|nutritionist,None
William Howard Taft,5,Khan Academy,male,judge|writer|lawyer|university teacher|politician|statesperson|prosecutor|pedagogue,None
Taft,1,Khan Academy,male,botanist,None
John Jay,11,Khan Academy,male,judge|politician|lawyer|diplomat,None
Aaron Burr,3,Khan Academy,male,lawyer|jurist|politician|military officer|bretteur,None
Dwight D. Dwight D. Eisenhower,1,Khan Academy,None,None,None
Dwight D. Eisenhower,5,Khan Academy,male,writer|politician|military personnel|military officer|statesperson|army officer,None
Ronald Reagan's,1,Khan Academy,None,None,None
Stephen Douglas,5,Khan Academy,male,judge|lawyer|politician,None
Lyndon Johnson,3,Khan Academy,male,statesperson|politician|teacher|rancher,None
Joe,3,Khan Academy,male,politician|lawyer|diplomat|journalist,None
Andrew Jackson's,1,Khan Academy,None,None,None
Federalist Papers,6,Khan Academy,None,None,None
Brutus,24,Khan Academy,male,photographer|university teacher|writer|physicist|inventor|painter|sculptor,None
Thomas Hobbes,11,Khan Academy,male,in-home tutor|philosopher of law|writer|political scientist|philosopher|mathematician|economist|politician|historian|translator,None
Alfonso Lopez,11,Khan Academy,male,boxer,None
Arthur Zimmerman,6,Khan Academy,None,None,None
Weimar Germany,10,Khan Academy,None,None,None
John Dickerson,9,Khan Academy,male,horse trainer,None
Abigail,1,Khan Academy,female,None,None
Lyman Beecher,8,Khan Academy,male,writer|presbyter|theologian,None
John Quincy Adams,27,Khan Academy,male,lawyer|writer|politician|diplomat|statesperson|diarist,None
Martin Van Buren,2,Khan Academy,male,lawyer|writer|politician|diplomat|statesperson,None
William Henry Harrison,7,Khan Academy,male,politician|military officer|diplomat|statesperson,None
Jesus Christ,2,Khan Academy,male,teacher|prophet|rabbi|Messiah|pastor|carpenter|preacher|father of faith|tektōn|religious leader|thaumaturge|healer,Jewish people
Charles Grandison Finney,5,Khan Academy,male,theologian|writer|religious leader,None
Samuel Slater,5,Khan Academy,male,entrepreneur,None
Charles Lowell,5,Khan Academy,male,Christian minister,None
James Monroe Doctrine,12,Khan Academy,None,None,None
William McKinley,1,Khan Academy,male,lawyer|politician|statesperson,None
Albert Einstein,1,Khan Academy,male,physicist,Jewish people
Binky Barnes,8,PBS Kids,None,None,None
Buster Baxter's,18,PBS Kids,None,None,None
Buster Baxter,22,PBS Kids,None,None,None
Daniel,1,PBS Kids,male,composer,None
Peggy,7,PBS Kids,female,singer,None
Eva,1,PBS Kids,female,trade unionist|stage actor|film actor|politician|suffragist|women's rights activist,None
Harry,14,PBS Kids,male,visual artist|rugby league player,None
Kitty Academy,7,PBS Kids,None,None,None
Xavier Riddle,42,PBS Kids,None,None,None
Hmm,11,PBS Kids,None,None,None
Grandmaster Flash,10,PBS Kids,male,composer|disc jockey|rapper|record producer|musician,African Americans
Burby,23,PBS Kids,None,None,None
Brad,70,PBS Kids,male,swimmer|water polo player,None
Yadina,58,PBS Kids,None,None,None
Zoom,48,PBS Kids,male,record producer|composer|musician,None
